date,value
2023-03-13,64.75829120203183
2023-03-14,65.23957142857142
2023-03-15,66.88721298464225
2023-03-16,64.62476190476191
2023-03-17,64.4707242350887
2023-03-18,63.07399603174603
2023-03-19,62.602705662923135
2023-03-20,64.28731616333982
2023-03-21,64.41269812294139
2023-03-22,64.43067105837534
2023-03-23,64.77638715822056
2023-03-24,64.57978808682884
2023-03-25,65.35863645382753
2023-03-26,62.895237112583835
2023-03-27,64.44758442795349
2023-03-28,64.40921782610421
2023-03-29,63.74895749831342
2023-03-30,64.5573784673995
2023-03-31,65.44693757688796
2023-04-01,62.94638596769713
2023-04-02,65.72480555555556
2023-04-03,64.64916782412
2023-04-04,65.55625143854915
2023-04-05,63.91045993888646
2023-04-06,63.60886066907417
2023-04-07,64.69414682539683
2023-04-08,63.26934719631731
2023-04-09,63.14775110123417
2023-04-10,64.83514682539682
2023-04-11,63.8103924758919
2023-04-12,64.94845238095238
2023-04-13,65.82395650621056
2023-04-14,65.01842063492063
2023-04-15,63.24325489106711
2023-04-16,62.754175959363465
2023-04-17,66.03162347712211
2023-04-18,67.66287471725069
2023-04-19,71.9629382118338
2023-04-20,74.85664034287075
2023-04-21,78.58160714285714
2023-04-22,66.74690582959641
2023-04-23,65.71769435295052
2023-04-24,77.79236398269772
2023-04-25,82.42488511448867
2023-04-26,82.04598809523809
2023-04-27,81.45925949442437
2023-04-28,79.88166666666666
2023-04-29,69.88749077344339
2023-04-30,68.46440873015872
2023-05-01,80.59623412698411
2023-05-02,78.83353625143855
2023-05-03,72.06336507936508
2023-05-04,74.32752807651097
2023-05-05,74.68862177070518
2023-05-06,66.52736537164174
2023-05-07,65.33082185801024
2023-05-08,72.26861304020001
2023-05-09,72.25577522917577
2023-05-10,71.97014682539682
2023-05-11,68.89104250168657
2023-05-12,69.73513552125084
2023-05-13,65.43034523809524
2023-05-14,65.24056827651891
2023-05-15,69.51685701813564
2023-05-16,71.86513671177428
2023-05-17,70.1810119047619
2023-05-18,69.84824603174603
2023-05-19,70.2146267709036
2023-05-20,65.39797531648081
2023-05-21,65.8466042303266
2023-05-22,69.31287698412699
2023-05-23,70.56733521171475
2023-05-24,70.4289880952381
2023-05-25,70.26309297988016
2023-05-26,70.09744354934719
2023-05-27,65.31538492063491
2023-05-28,65.23137743561253
2023-05-29,65.71570617881662
2023-05-30,75.24401682606452
2023-05-31,75.16978968253969
2023-06-01,66.96484304932736
2023-06-02,74.33239334894242
2023-06-03,66.87617683241399
2023-06-04,66.53586904761904
2023-06-05,74.70464621611968
2023-06-06,74.63636904761904
2023-06-07,73.58394301361166
2023-06-08,74.45797222222222
2023-06-09,73.94525100202388
2023-06-10,65.26274206349207
2023-06-11,64.33925473233064
2023-06-12,74.42715504583515
2023-06-13,71.62775
2023-06-14,70.36109126984127
2023-06-15,70.07466486765348
2023-06-16,68.36257311798087
2023-06-17,64.73531013135442
2023-06-18,64.2469494821223
2023-06-19,68.3809126984127
2023-06-20,66.89630461526251
2023-06-21,66.59283622365966
2023-06-22,66.90882892178261
2023-06-23,66.773402912814
2023-06-24,64.75873566411364
2023-06-25,64.61083730158731
2023-06-26,65.63888095238096
2023-06-27,66.09859042025477
2023-06-28,67.28235714285714
2023-06-29,67.70876939561094
2023-06-30,67.3437311004405
2023-07-01,65.5878253968254
2023-07-02,62.940024604150956
2023-07-03,67.44890590896465
2023-07-04,63.662783443787454
2023-07-05,64.85438095238095
2023-07-06,65.22824239057105
2023-07-07,65.31059486487558
2023-07-08,64.2058764236676
2023-07-09,65.04864682539682
2023-07-10,66.17895472042541
2023-07-11,67.64020318266599
2023-07-12,67.79784523809523
2023-07-13,68.22165476190476
2023-07-14,68.19179649986111
2023-07-15,67.24655555555556
2023-07-16,67.84050478193579
2023-07-17,70.88997896741934
2023-07-18,71.97094047619048
2023-07-19,70.09218143577125
2023-07-20,70.27151394896623
2023-07-21,70.58397476090322
2023-07-22,72.77708333333334
2023-07-23,65.26237866582007
2023-07-24,73.5548505893091
2023-07-25,72.2527116155403
2023-07-26,71.46930158730159
2023-07-27,71.25394975991111
2023-07-28,71.92743283463629
2023-07-29,72.64820746855034
2023-07-30,64.22189285714286
2023-07-31,74.53633398150721
2023-08-01,73.68743124727172
2023-08-02,73.76046985991508
2023-08-03,72.57345634920634
2023-08-04,68.93381007182825
2023-08-05,67.0816056192706
2023-08-06,63.65977777777778
2023-08-07,66.27920634920635
2023-08-08,69.81557522123893
2023-08-09,69.1278253968254
2023-08-10,70.61094805349418
2023-08-11,69.29337592761618
2023-08-12,69.61835317460317
2023-08-13,59.936702380952376
2023-08-14,73.33421031746032
2023-08-15,69.45906107385213
2023-08-16,64.863680304774
2023-08-17,68.3183292987817
2023-08-18,67.951112345728
2023-08-19,63.5291626984127
2023-08-20,64.73862375491092
2023-08-21,69.11803960474622
2023-08-22,70.81928568593992
2023-08-23,69.23936187943966
2023-08-24,72.48422619047619
2023-08-25,68.53342063492063
2023-08-26,64.50926544704154
2023-08-27,64.64904761904762
2023-08-28,70.80891225842295
2023-08-29,69.42528989245605
2023-08-30,69.20341666666666
2023-08-31,70.35232667963014
2023-09-01,68.672502083416
2023-09-02,63.99883333333334
2023-09-03,62.79356349206349
2023-09-04,62.69127663796182
2023-09-05,68.9654246031746
2023-09-06,69.69060200801619
2023-09-07,69.8176586372475
2023-09-08,70.71390476190476
2023-09-09,66.20056272074288
2023-09-10,59.98930433747371
2023-09-11,69.00459462677091
2023-09-12,70.09026984126984
2023-09-13,70.49969760704789
2023-09-14,71.48591531409977
2023-09-15,71.96018413429104
2023-09-16,63.22306746031746
2023-09-17,62.96682725504981
2023-09-18,69.56316044287472
2023-09-19,70.9162380952381
2023-09-20,72.0260873015873
2023-09-21,71.51247589190046
2023-09-22,70.74531746031747
2023-09-23,68.82974245009723
2023-09-24,67.15735465693083
2023-09-25,70.20562301587302
2023-09-26,71.71390452002063
2023-09-27,72.04268343981904
2023-09-28,71.57679987301084
2023-09-29,73.3595992063492
2023-09-30,65.6158014206913
2023-10-01,64.3234644231914
2023-10-02,70.60715822056432
2023-10-03,70.71599984126354
2023-10-04,70.99626096273661
2023-10-05,70.82798841223858
2023-10-06,70.23921901662764
2023-10-07,63.321773809523805
2023-10-08,69.52321838168182
2023-10-09,70.52957974522798
2023-10-10,72.56195238095238
2023-10-11,73.395764911306
2023-10-12,72.28444303345371
2023-10-13,70.10921825396825
2023-10-14,66.14367951109172
2023-10-15,69.24556450652804
2023-10-16,71.53496884797015
2023-10-17,72.38533195761737
2023-10-18,71.6986023254891
2023-10-19,73.27653002103258
2023-10-20,77.14536904761906
2023-10-21,71.37355952380952
2023-10-22,63.32211913171158
2023-10-23,72.47838723758879
2023-10-24,72.7284050954403
2023-10-25,70.36850986150245
2023-10-26,71.96922417556252
2023-10-27,71.84506746031745
2023-10-28,72.16285090678201
2023-10-29,62.0973253968254
2023-10-30,69.70490813127505
2023-10-31,73.13261954839477
2023-11-01,75.12894083098536
2023-11-02,76.88551053613239
2023-11-03,75.64307631255208
2023-11-04,76.566597087186
2023-11-05,61.60408667010595
2023-11-06,73.03060756379222
2023-11-07,77.15929521012738
2023-11-08,74.48908210643279
2023-11-09,70.96158101511965
2023-11-10,73.89590777411802
2023-11-11,63.3820738918211
2023-11-12,61.8232620342077
2023-11-13,74.0193729909917
2023-11-14,77.74500892892576
2023-11-15,75.23381007182824
2023-11-16,76.10407873328306
2023-11-17,77.79807936507936
2023-11-18,78.04059523809524
2023-11-19,62.59932936507937
2023-11-20,76.29267351879044
2023-11-21,77.68243898567404
2023-11-22,73.3139007936508
2023-11-23,63.59832056827652
2023-11-24,62.338167387594744
2023-11-25,60.87104567641573
2023-11-26,62.57634747410611
2023-11-27,74.83826984126983
2023-11-28,75.54606055795864
2023-11-29,76.54441763562046
2023-11-30,72.76475574427558
2023-12-01,75.33705623239017
2023-12-02,76.94521131790944
2023-12-03,63.05434126984127
2023-12-04,76.88450652803682
2023-12-05,77.86401365133537
2023-12-06,76.01350767887614
2023-12-07,76.70209055914917
2023-12-08,75.64262301587301
2023-12-09,77.08750267867772
2023-12-10,62.21678571428571
2023-12-11,76.53850793650793
2023-12-12,73.19892063492064
2023-12-13,75.87178968253967
2023-12-14,78.5501984126984
2023-12-15,76.73369047619047
2023-12-16,76.14061111111111
2023-12-17,63.82203571428572
2023-12-18,71.71246031746031
2023-12-19,74.69456746031746
2023-12-20,75.30962301587302
2023-12-21,76.55664682539683
2023-12-22,72.88501190476191
2023-12-23,61.31211507936508
2023-12-24,60.85880158730159
2023-12-25,60.27355555555556
2023-12-26,77.04758333333332
2023-12-27,77.88730425810547
2023-12-28,76.34649708321759
2023-12-29,74.64293344974007
2023-12-30,61.87021031746032
2023-12-31,61.745749999999994
2024-01-01,60.891252827493155
2024-01-02,76.7425921663558
2024-01-03,74.85246160561927
2024-01-04,77.22313107663003
2024-01-05,75.01750386920116
2024-01-06,75.15669047619048
2024-01-07,65.70957498313426
2024-01-08,75.46093416405414
2024-01-09,78.28438350728203
2024-01-10,78.03514742648518
2024-01-11,78.27755615525041
2024-01-12,76.40263026310568
2024-01-13,74.99116552244136
2024-01-14,69.28771697289575
2024-01-15,67.87250208341601
2024-01-16,77.28360966705027
2024-01-17,74.87004563673162
2024-01-18,76.4351672685424
2024-01-19,75.23026628040795
2024-01-20,71.08365873015873
2024-01-21,70.84237787213779
2024-01-22,73.84093420112707
2024-01-23,72.07726020873844
2024-01-24,73.70622961228621
2024-01-25,77.15131994602746
2024-01-26,72.88453827532838
2024-01-27,67.47882142857144
2024-01-28,68.26559488848321
2024-01-29,72.28112147307432
2024-01-30,72.44363982697726
2024-01-31,71.38487955871265
2024-02-01,70.73221080201596
2024-02-02,72.89110599626969
2024-02-03,66.21392039366641
2024-02-04,62.69995555379182
2024-02-05,69.38716139529346
2024-02-06,68.91082142857142
2024-02-07,70.6687797134807
2024-02-08,72.61615460930989
2024-02-09,75.96509702765982
2024-02-10,63.205264703547904
2024-02-11,63.90061034168023
2024-02-12,70.41974603174603
2024-02-13,76.17670463113616
2024-02-14,75.8804246031746
2024-02-15,74.02008333664034
2024-02-16,74.12912734632326
2024-02-17,71.21108297948332
2024-02-18,62.285178571428574
2024-02-19,71.08559250734186
2024-02-20,73.0970634920635
2024-02-21,73.25128298742014
2024-02-22,73.7824985118457
2024-02-23,70.46913687051074
2024-02-24,69.75466804238263
2024-02-25,62.38732806857415
2024-02-26,71.1469058295964
2024-02-27,70.90626929640065
2024-02-28,71.3334126984127
2024-02-29,72.91824589253115
2024-03-01,72.37809000184808
2024-03-21,71.81850396825396
2024-03-22,72.03284757051719
2024-03-23,64.10375
2024-03-24,62.15177254870839
2024-03-25,70.5556984126984
2024-03-26,70.5446865079365
2024-03-27,70.98634523809524
2024-03-28,72.67095634920635
2024-03-29,71.09203174603175
2024-03-30,63.55278571428571
2024-03-31,60.70339285714286
2024-04-01,70.31632951073371
2024-04-02,70.20830952380952
2024-04-03,73.03947222222222
2024-04-04,71.56247619047619
2024-04-05,70.33668584579978
2024-04-06,63.57682142857143
2024-04-07,60.827372723304634
2024-04-08,69.76815873015873
2024-04-09,70.52487301587301
2024-04-10,70.23777777777778
2024-04-11,70.0290992063492
2024-04-12,69.8500873015873
2024-04-13,62.67927777777778
2024-04-14,60.63272619047619
2024-04-15,68.93411111111111
2024-04-16,68.73299603174603
2024-04-17,69.6994007936508
2024-04-18,68.38137301587301
2024-04-19,69.03921428571428
2024-04-20,60.89028571428571
2024-04-21,60.416841269841264
2024-04-22,68.04614285714285
2024-04-23,69.14589682539682
2024-04-24,66.74084523809525
2024-04-25,67.30054839093687
2024-04-26,67.80746031746031
2024-04-27,66.77396031746032
2024-04-28,60.3436865079365
2024-04-29,67.82901587301588
2024-04-30,68.34182142857142
2024-05-01,69.22759920634921
2024-05-02,69.07661507936508
2024-05-03,68.30198412698412
2024-05-04,62.180190476190475
2024-05-05,61.49238888888889
2024-05-06,69.57999603174603
2024-05-07,68.83127733026467
2024-05-08,69.511
2024-05-09,70.68198015873016
2024-05-10,68.81446825396824
2024-05-11,65.59947222222222
2024-05-12,61.167003968253965
2024-05-13,68.96340873015873
2024-05-14,70.05607142857143
2024-05-15,69.49432142857142
2024-05-16,68.40435714285715
2024-05-17,68.46265476190476
2024-05-18,61.86347222222222
2024-05-19,61.09849603174604
2024-05-20,69.53933730158731
2024-05-21,67.92116666666666
2024-05-22,69.86013095238096
2024-05-23,71.21829761904762
2024-05-24,69.17254365079366
2024-05-25,61.40054761904762
2024-05-26,60.87519841269841
2024-05-27,64.16973015873016
2024-05-28,70.73831746031746
2024-05-29,69.48045634920635
2024-05-30,69.87213095238096
2024-05-31,69.09087301587302
2024-06-01,62.59775793650794
2024-06-02,62.416182539682545
2024-06-03,70.54972897900876
2024-06-04,70.64730555555555
2024-06-05,70.41237728661561
2024-06-06,69.94736904761905
2024-06-07,71.12076984126983
2024-06-08,64.4609007936508
2024-06-09,64.2308253968254
2024-06-10,71.58149603174603
2024-06-11,71.53798412698413
2024-06-12,70.0489365079365
2024-06-13,70.6239126984127
2024-06-14,70.35137301587301
2024-06-15,65.18496825396825
2024-06-16,63.8609246031746
2024-06-17,69.05444444444444
2024-06-18,70.42168650793651
2024-06-19,70.7104126984127
2024-06-20,71.57924764890282
2024-06-21,71.16119444444443
2024-06-22,64.04556746031746
2024-06-23,63.51443253968254
2024-06-24,74.4265634920635
2024-06-25,70.23475793650793
2024-06-26,69.72919444444445
2024-06-27,71.65510971786834
2024-06-28,71.06837301587302
2024-06-29,65.72460317460317
2024-06-30,63.4668253968254
2024-07-01,71.92690079365079
2024-07-02,70.21929761904762
2024-07-03,70.48496825396825
2024-07-04,63.40351984126984
2024-07-05,69.83027777777778
2024-07-06,63.86647222222223
2024-07-07,63.27918253968254
2024-07-08,70.05053571428572
2024-07-09,69.90790476190476
2024-07-10,69.01077777777778
2024-07-11,69.46493253968254
2024-07-12,70.72602380952381
2024-07-13,60.03026587301587
2024-07-14,63.23525
2024-07-15,71.03103527637792
2024-07-16,69.46955555555556
2024-07-17,69.99144444444444
2024-07-18,69.58354365079366
2024-07-19,69.75210714285714
2024-07-20,63.67576587301588
2024-07-21,63.224404761904765
2024-07-22,70.25119841269841
2024-07-23,69.65591666666666
2024-07-24,71.01101984126984
2024-07-25,70.04056746031746
2024-07-26,71.14890873015872
2024-07-27,63.48842063492064
2024-07-28,63.21700396825397
2024-07-29,70.01046031746031
2024-07-30,70.95263362564978
2024-07-31,71.34901075354152
2024-08-01,69.9299519860323
2024-08-02,70.1610753968254
2024-08-03,63.84321825396826
2024-08-04,63.43184920634921
2024-08-05,69.67942857142856
2024-08-06,70.84586802111028
2024-08-07,73.84539682539682
2024-08-08,70.80615079365079
2024-08-09,75.19594841269841
2024-08-10,63.85742460317461
2024-08-11,63.110043650793656
2024-08-12,71.6365119047619
2024-08-13,72.96198412698412
2024-08-14,71.60277380952381
2024-08-15,71.75667063492062
2024-08-16,70.40200396825396
2024-08-17,72.2956626984127
2024-08-18,65.22991666666667
2024-08-19,71.35791269841269
2024-08-20,72.86472619047619
2024-08-21,73.26793253968253
2024-08-22,73.32920634920634
2024-08-23,71.42163888888889
2024-08-24,72.95128174603175
2024-08-25,62.98519841269841
2024-08-26,73.4101865079365
2024-08-27,72.75351984126983
2024-08-28,71.86373809523809
2024-08-29,73.41602023049498
2024-08-30,72.06613888888889
2024-08-31,63.148177453275665
2024-09-01,62.94634126984127
2024-09-02,64.40591269841269
2024-09-03,71.93632078092139
2024-09-04,73.61905158730158
2024-09-05,73.35032936507936
2024-09-06,71.81814682539682
2024-09-07,63.78684523809524
2024-09-08,63.89295742232451
